kind,path,step,ftt,rho_mean,rho_rms,rho_std,rho_max_abs,wall_rms,wall_max_abs
restart,restart/checkpoint/step_110001,110001,1.358227598058792,0.9999969221529768,5.758736303884794e-05,5.750505403414769e-05,0.0005306918037016883,7.925102208218369e-05,0.0005306918037016883
restart,restart/checkpoint/step_111001,111001,1.370575009428314,0.9999966020196299,5.962925056957235e-05,5.9532354672829136e-05,0.0005306804727779335,7.992000890084135e-05,0.0005306804727779335
restart,restart/checkpoint/step_112001,112001,1.382922420797836,0.9999965356940754,5.7950315284710034e-05,5.784667342256358e-05,0.0005407785908957408,7.842884822035843e-05,0.0005407785908957408
restart,restart/checkpoint/step_113001,113001,1.395269832167358,0.999996323078223,5.8298306461878474e-05,5.8182237689597306e-05,0.0005833704969406828,7.885513861682904e-05,0.0005833704969406828
restart,restart/checkpoint/step_114001,114001,1.40761724353688,0.9999961285670061,5.932687533374687e-05,5.92004235072556e-05,0.000629149683858854,7.986596490008771e-05,0.000629149683858854
restart,restart/checkpoint/step_115001,115001,1.419964654906402,0.9999961719385758,5.804985944958707e-05,5.7923502379007854e-05,0.0006219670402010102,7.898304363470226e-05,0.0006219670402010102
restart,restart/checkpoint/step_116001,116001,1.432312066275925,0.9999959569293937,6.005260636812425e-05,5.991635095429745e-05,0.0006001041142240648,8.109369825136849e-05,0.0006001041142240648
restart,restart/checkpoint/step_134001,134001,1.654565470927321,0.9999948161762322,6.528087827556297e-05,6.507473426435182e-05,0.0006300337126008415,9.292408441875408e-05,0.0006300337126008415
restart,restart/checkpoint/step_135001,135001,1.666912882296843,0.9999951042680117,6.233378691068235e-05,6.214123267948111e-05,0.0006717151640116548,9.166618580990213e-05,0.0006717151640116548
restart,restart/checkpoint/step_136001,136001,1.679260293666365,0.999994865547198,6.559919424567356e-05,6.539794859249998e-05,0.0006974763814713292,9.477226527200305e-05,0.0006974763814713292
restart,restart/checkpoint/step_137001,137001,1.691607705035887,0.9999952140228446,6.375407341813038e-05,6.357417950765662e-05,0.0007492043333559018,9.297310677225164e-05,0.0007492043333559018
restart,restart/checkpoint/step_138001,138001,1.703955116405409,0.999994928315048,6.529728664013765e-05,6.510002806692347e-05,0.0006979833763414156,9.433628672395487e-05,0.0006979833763414156
restart,restart/checkpoint/step_139001,139001,1.716302527774931,0.9999953372503855,6.530262455977965e-05,6.513594660729985e-05,0.0006741296867509572,9.425219887738265e-05,0.0006741296867509572
restart,restart/checkpoint/step_140001,140001,1.728649939144453,0.9999950262872683,6.547289325706498e-05,6.5283703426766e-05,0.0006754051847870368,9.397785164167936e-05,0.0006754051847870368
restart,restart/checkpoint/step_141001,141001,1.740997350513975,0.99999555854707,6.698919372021891e-05,6.684179509223651e-05,0.0006272196968928334,9.470823761235356e-05,0.0006272196968928334
restart,restart/checkpoint/step_142001,142001,1.753344761883497,0.9999948980796433,6.6289751118629e-05,6.609312757043449e-05,0.0006719613923402701,9.415723817944962e-05,0.0006719613923402701
restart,restart/checkpoint/step_143001,143001,1.765692173253019,0.9999955126441559,6.826241696849657e-05,6.811476497729226e-05,0.0007494854397542827,9.591573945162842e-05,0.0007494854397542827
restart,restart/checkpoint/step_144001,144001,1.778039584622541,0.9999948493890469,6.815990213706516e-05,6.796501648745756e-05,0.0007398252873598299,9.578388394084202e-05,0.0007398252873598299
restart,restart/checkpoint/step_145001,145001,1.790386995992063,0.9999954962192653,6.882454141769974e-05,6.867702279839945e-05,0.0008267714933298809,9.746248326106495e-05,0.0008267714933298809
restart,restart/checkpoint/step_146001,146001,1.802734407361585,0.9999947051985347,7.024327783545396e-05,7.004343765487563e-05,0.0008799848464846605,0.00010056885424244213,0.0008799848464846605
restart,restart/checkpoint/step_147001,147001,1.815081818731107,0.9999954364298181,6.932621750900817e-05,6.917585027524316e-05,0.0008264356911642512,0.000101685122703923,0.0008264356911642512
restart,restart/checkpoint/step_148001,148001,1.827429230100629,0.9999947891190394,7.221371553610729e-05,7.202546376903629e-05,0.0007475332848310146,0.00010530889903249411,0.0007475332848310146
restart,restart/checkpoint/step_149001,149001,1.839776641470151,0.999995457965414,6.926331000605329e-05,6.91142245476042e-05,0.0008919561577220847,0.0001033282050769061,0.0008919561577220847
restart,restart/checkpoint/step_164001,164001,2.024987812012982,0.999995961920951,7.529356722442376e-05,7.518520587838211e-05,0.0007112431341814718,0.00010740600525301784,0.0007112431341814718
restart,restart/checkpoint/step_165001,165001,2.037335223382504,0.9999966801034651,7.348200960598238e-05,7.340697530023687e-05,0.0006628872490116455,0.00010503135051613606,0.0006628872490116455
restart,restart/checkpoint/step_166001,166001,2.049682634752025,0.999996167058212,7.610706206207826e-05,7.601048252031708e-05,0.0006294996707929545,0.00010563836648055174,0.0006014583229001502
restart,restart/checkpoint/step_167001,167001,2.062030046121548,0.9999966854201783,7.363920406887324e-05,7.356456984515769e-05,0.0006210711385322698,0.00010345609583014627,0.0005992946326911497
restart,restart/checkpoint/step_168001,168001,2.07437745749107,0.9999961425576992,7.63267074194036e-05,7.622917029839487e-05,0.0006512685042678878,0.00010542568292218714,0.0006512685042678878
restart,restart/checkpoint/step_169001,169001,2.086724868860592,0.9999965298321064,7.444412267818159e-05,7.436319880230747e-05,0.0007158060174343728,0.00010358034734248607,0.0007158060174343728
restart,restart/checkpoint/step_170001,170001,2.099072280230114,0.9999961392443567,7.602028391436108e-05,7.59221847175452e-05,0.000663486915016831,0.00010399440533814938,0.000663486915016831
restart,restart/checkpoint/step_171001,171001,2.111419691599636,0.9999962510278979,7.538764915965362e-05,7.529437465042135e-05,0.0006977591710970454,0.00010330546907780583,0.0006977591710970454
restart,restart/checkpoint/step_172001,172001,2.123767102969158,0.9999959006538484,7.51521138579168e-05,7.504022640186287e-05,0.0006336795861048294,0.00010317633862095246,0.0006336795861048294
restart,restart/checkpoint/step_173001,173001,2.13611451433868,0.9999960133173842,7.597724329874012e-05,7.587257647527479e-05,0.0007055922420122762,0.00010358936765873869,0.0007055922420122762
restart,restart/checkpoint/step_179001,179001,2.210198982555812,0.999995877446829,7.230968346467569e-05,7.21920693574787e-05,0.0007376869246475959,0.00010008641434490713,0.0007376869246475959
restart,restart/checkpoint/step_180001,180001,2.222546393925334,0.9999955188497275,7.208594593520724e-05,7.194652801635422e-05,0.0006446975568563662,9.918280548401961e-05,0.0006446975568563662
restart,restart/checkpoint/step_181001,181001,2.234893805294856,0.9999957256427434,7.100695756238365e-05,7.08781905265061e-05,0.0006253367828434886,9.765835942484539e-05,0.0006253367828434886
restart,restart/checkpoint/step_182001,182001,2.247241216664378,0.9999953110285998,7.196109778359905e-05,7.180816904384073e-05,0.0006154520916328288,9.799828276371936e-05,0.0006114860325141525
restart,restart/checkpoint/step_197001,197001,2.432452387207208,0.9999930823294989,6.863768307253125e-05,6.82881935066979e-05,0.0004977873850879888,8.984020610155366e-05,0.0004977873850879888
restart,restart/checkpoint/step_198001,198001,2.444799798576731,0.9999932391614463,6.895612149244522e-05,6.862388617187724e-05,0.0005104636542518914,8.964657404107034e-05,0.0005104636542518914
restart,restart/checkpoint/step_199001,199001,2.457147209946252,0.9999929774944567,6.864025212982623e-05,6.828007489997464e-05,0.0005773383919223107,8.864402487495408e-05,0.0005773383919223107
restart,restart/checkpoint/step_200001,200001,2.469494621315774,0.999993213864836,6.93546589671586e-05,6.90218595083436e-05,0.000576500329914631,8.858226135842875e-05,0.0005461156357267072
restart,restart/checkpoint/step_207001,207001,2.555926500902429,0.9999926928504358,7.133889325083228e-05,7.096367560587732e-05,0.0008072359700745935,8.754026758952654e-05,0.0008072359700745935
restart,restart/checkpoint/step_208001,208001,2.568273912271951,0.9999931259615096,6.889938518891462e-05,6.85556188378657e-05,0.0007143611022866203,8.597068029096536e-05,0.0007143611022866203
restart,restart/checkpoint/step_209001,209001,2.580621323641473,0.9999926786085093,7.215331862415012e-05,7.178090703745791e-05,0.0006267419970202859,8.89132468197329e-05,0.0006267419970202859
restart,restart/checkpoint/step_210001,210001,2.592968735010995,0.9999931215269561,7.031529836708487e-05,6.997805222375729e-05,0.0005128708319047659,8.728522129511047e-05,0.0005128708319047659
restart,restart/checkpoint/step_211001,211001,2.605316146380517,0.9999926467972765,7.284271036132718e-05,7.247062068514301e-05,0.0005259403081779856,9.014792185283773e-05,0.0005058955237082774
restart,restart/checkpoint/step_212001,212001,2.617663557750039,0.9999929878652165,7.186400300604657e-05,7.152108006614894e-05,0.0005466917253467152,9.044288505233517e-05,0.0005466917253467152
restart,restart/checkpoint/step_213001,213001,2.630010969119561,0.999992606405723,7.381473131428271e-05,7.344351109981339e-05,0.0005533548755600748,9.254439403889881e-05,0.0005533548755600748
restart,restart/checkpoint/step_214001,214001,2.642358380489083,0.999993097661773,7.426105933425126e-05,7.393958791100627e-05,0.0005222316334783095,9.328766719002221e-05,0.0005222316334783095
restart,restart/checkpoint/step_226001,226001,2.790527316923347,0.9999942208777993,8.055712183876218e-05,8.034955896293018e-05,0.000747135265702692,0.00010514299047658823,0.000747135265702692
restart,restart/checkpoint/step_227001,227001,2.802874728292869,0.9999938901184982,8.308308288887716e-05,8.28581197611527e-05,0.0007283967042095441,0.0001078040373831121,0.0007283967042095441
restart,restart/checkpoint/step_228001,228001,2.815222139662391,0.9999944553597541,8.185145704738799e-05,8.166344338396757e-05,0.0007260960858022081,0.00010729504030673112,0.0007260960858022081
restart,restart/checkpoint/step_229001,229001,2.827569551031913,0.9999942174017217,8.285897576308628e-05,8.265695023207058e-05,0.0007017409444045608,0.00010880049691177165,0.0007017409444045608
restart,restart/checkpoint/step_230001,230001,2.839916962401435,0.999994603256375,8.245464420380415e-05,8.227784336638436e-05,0.0006614203126600326,0.00010899897945639024,0.0006614203126600326
restart,restart/checkpoint/step_237001,237001,2.926348841988089,0.9999940456842723,8.286182075219257e-05,8.264761014440555e-05,0.0005829985541973004,0.00011106917687422306,0.0005829985541973004
restart,restart/checkpoint/step_238001,238001,2.938696253357612,0.9999944061879641,8.279142709004227e-05,8.260223766045262e-05,0.0005559098403562501,0.00011231443547585586,0.0005559098403562501
restart,restart/checkpoint/step_239001,239001,2.951043664727134,0.9999940867815094,8.391931793650485e-05,8.371072673206629e-05,0.0005914050061297527,0.00011414315983809093,0.0005914050061297527
restart,restart/checkpoint/step_240001,240001,2.963391076096655,0.9999944338753171,8.25817810393489e-05,8.239398531230367e-05,0.000623195486082917,0.0001139378898166228,0.000623195486082917
restart,restart/checkpoint/step_244001,244001,3.012780721574743,0.999994581511013,8.247298849322799e-05,8.229479818373247e-05,0.0006236209618184496,0.0001166058851806541,0.0006236209618184496
restart,restart/checkpoint/step_245001,245001,3.025128132944266,0.9999946544081996,8.313669527653593e-05,8.296465964379247e-05,0.000760459095901167,0.0001184765581621569,0.000760459095901167
restart,restart/checkpoint/step_256001,256001,3.160949658009008,0.9999968804776853,7.815486614383193e-05,7.809258404285234e-05,0.0009552801703767155,0.00010291935227781047,0.0005851634632834113
restart,restart/checkpoint/step_257001,257001,3.17329706937853,0.9999970775292032,7.857347316296475e-05,7.851910499575711e-05,0.0009391205964720539,0.0001008535555949573,0.0005352279443613384
restart,restart/checkpoint/step_258001,258001,3.185644480748052,0.999997051974438,7.689747626111031e-05,7.6840946119988e-05,0.000867223919304938,9.76065666582018e-05,0.00048928973108886
restart,restart/checkpoint/step_259001,259001,3.197991892117574,0.9999972481459034,7.754498889627234e-05,7.74961457232214e-05,0.0008111959131319457,9.726598149330132e-05,0.0005245130184139413
restart,restart/checkpoint/step_260001,260001,3.210339303487096,0.9999970715459289,7.621762023705775e-05,7.616134053019022e-05,0.0007486046803415469,9.576552482235817e-05,0.0004878662535332534
restart,restart/checkpoint/step_267001,267001,3.29677118307375,0.9999968385636914,7.649541739414649e-05,7.643006085808687e-05,0.0006630839505813446,0.00010136161976395064,0.0006428872185793022
restart,restart/checkpoint/step_268001,268001,3.309118594443272,0.9999964998636535,7.858465107810617e-05,7.850666488027173e-05,0.0006429528284200847,0.00010316407154825162,0.000637404788648821
restart,restart/checkpoint/step_269001,269001,3.321466005812794,0.9999967500521323,7.687622672463267e-05,7.68075001173319e-05,0.0006014021594104024,0.00010160278485262962,0.0005677517649280706
restart,restart/checkpoint/step_270001,270001,3.333813417182316,0.9999964348720833,7.786891312266442e-05,7.778725791441668e-05,0.0005865724967367703,0.00010208556588152527,0.0005174494471329449
restart,restart/checkpoint/step_271001,271001,3.346160828551838,0.9999967062817986,7.706824810814036e-05,7.699783300113471e-05,0.0005787882702026348,0.00010088370363840793,0.0005285610225775894
restart,restart/checkpoint/step_277001,277001,3.420245296768971,0.9999965583553787,7.772027117400725e-05,7.764403153919856e-05,0.0005138651725948851,9.91071846603623e-05,0.0005138651725948851
restart,restart/checkpoint/step_278001,278001,3.432592708138492,0.9999960161434569,7.73873759366902e-05,7.728476461380547e-05,0.00047759765189425707,9.846463429578584e-05,0.00047759765189425707
restart,restart/checkpoint/step_279001,279001,3.444940119508014,0.9999964275329298,7.74146047353904e-05,7.73321311316721e-05,0.0004745465224077483,9.818451015247772e-05,0.0004745465224077483
restart,restart/checkpoint/step_280001,280001,3.457287530877537,0.9999958699649735,7.8387727339235e-05,7.827885160175312e-05,0.0005564046074018059,9.912525042354336e-05,0.0005564046074018059
restart,restart/checkpoint/step_285001,285001,3.519024587725147,0.9999958959784844,7.676060306912226e-05,7.665081337422276e-05,0.0005280857573217723,9.589348260986562e-05,0.0005114339426330883
restart,restart/checkpoint/step_286001,286001,3.531371999094668,0.999995514231225,7.795677243302464e-05,7.7827605942016e-05,0.0005905791712645936,9.704577443517813e-05,0.0005905791712645936
restart,restart/checkpoint/step_287001,287001,3.54371941046419,0.999995835109333,7.694552271359867e-05,7.683272187942645e-05,0.0006339000563572172,9.625546443268054e-05,0.0006035990022243976
restart,restart/checkpoint/step_288001,288001,3.556066821833713,0.9999954352554214,7.69546959124353e-05,7.681919245804573e-05,0.0006998815768681776,9.679645024542132e-05,0.0005812550357149338
restart,restart/checkpoint/step_289001,289001,3.568414233203234,0.9999956905971897,7.669426093738535e-05,7.657309389171817e-05,0.000708866819783216,9.74755036942116e-05,0.0005779094699895904
restart,restart/checkpoint/step_298001,298001,3.679540935528932,0.9999943681091243,7.56167027494993e-05,7.540668100290012e-05,0.0005693290320627487,9.991316274050017e-05,0.0005693290320627487
restart,restart/checkpoint/step_299001,299001,3.691888346898455,0.9999945954290805,7.40296451213264e-05,7.383209986153428e-05,0.0005902075461736711,9.857510237311098e-05,0.0005902075461736711
restart,restart/checkpoint/step_300001,300001,3.704235758267977,0.9999942258807629,7.541326004778263e-05,7.519188345871956e-05,0.0006200129077809091,9.992296496862741e-05,0.0006200129077809091
restart,restart/checkpoint/step_301001,301001,3.716583169637499,0.999994465089147,7.404462274118362e-05,7.383746284057067e-05,0.0006056433205994249,9.853882845404957e-05,0.0006056433205994249
restart,restart/checkpoint/step_302001,302001,3.728930581007021,0.9999942517389224,7.521249724725585e-05,7.499251453816239e-05,0.0005569222038892541,9.910439074168679e-05,0.0005569222038892541
restart,restart/checkpoint/step_310001,310001,3.827709871963197,0.9999947210910577,7.42587689163955e-05,7.407089766808799e-05,0.0005437290531193906,9.573067484600478e-05,0.0005437290531193906
restart,restart/checkpoint/step_311001,311001,3.840057283332719,0.9999949995451373,7.532578446592054e-05,7.51596251758331e-05,0.0005102025581713576,9.633829895258297e-05,0.0005102025581713576
restart,restart/checkpoint/step_312001,312001,3.852404694702241,0.9999950249259557,7.524861936821364e-05,7.508397535477644e-05,0.0005380527260341328,9.574822529354576e-05,0.0004988321231843562
restart,restart/checkpoint/step_313001,313001,3.864752106071763,0.9999953100472231,7.555112806154457e-05,7.540541952886559e-05,0.000590975762668533,9.561984971370808e-05,0.0004951361842142621
restart,restart/checkpoint/step_316001,316001,3.901794340180329,0.9999956115527497,7.689052744887359e-05,7.676519225598776e-05,0.00054900368259303,9.702505881335792e-05,0.00054900368259303
restart,restart/checkpoint/step_317001,317001,3.914141751549852,0.9999957157075099,7.624170643185924e-05,7.612123644228745e-05,0.0005679949650163607,9.705572377768038e-05,0.0005679949650163607
restart,restart/checkpoint/step_318001,318001,3.926489162919374,0.9999958561127217,7.728955984619669e-05,7.71783924388542e-05,0.0006479659196623189,9.878146518818606e-05,0.0006479659196623189
restart,restart/checkpoint/step_319001,319001,3.938836574288895,0.9999958924877305,7.71198173578001e-05,7.701035366921094e-05,0.0007558252526755904,9.958652892060139e-05,0.0007558252526755904
restart,restart/checkpoint/step_320001,320001,3.951183985658417,0.9999961721753454,7.763011718407413e-05,7.753568760531143e-05,0.0007561525684025572,0.00010109257157876065,0.0007561525684025572
restart,restart/checkpoint/step_329001,329001,4.062310687984116,0.9999964490906837,8.228128903858626e-05,8.220463228358316e-05,0.0006462792468469036,0.00011046158908329905,0.0006462792468469036
restart,restart/checkpoint/step_330001,330001,4.074658099353638,0.9999965692779895,8.273907728943548e-05,8.266792036331322e-05,0.0006202396531151955,0.00011123440929783613,0.0006202396531151955
restart,restart/checkpoint/step_331001,331001,4.087005510723159,0.9999963626711262,8.32495302802588e-05,8.317003144491737e-05,0.0006618427357186762,0.0001121134376513647,0.0006618427357186762
restart,restart/checkpoint/step_332001,332001,4.099352922092682,0.9999965031423195,8.432979389579682e-05,8.425726155572932e-05,0.0007360759677752515,0.00011323883499576137,0.0007360759677752515
restart,restart/checkpoint/step_333001,333001,4.111700333462204,0.9999962027162569,8.43941629569246e-05,8.430869099549416e-05,0.0007465348673010297,0.00011333808317630095,0.0007465348673010297
restart,restart/checkpoint/step_346001,346001,4.27221668126599,0.999995783647778,9.070427633234111e-05,9.060622560790812e-05,0.000675918271837217,0.00011887875057503704,0.000675918271837217
restart,restart/checkpoint/step_347001,347001,4.284564092635512,0.9999954261076434,9.087028353625853e-05,9.075509869240255e-05,0.0006752618745643479,0.00011880153520762441,0.0006357047731780918
restart,restart/checkpoint/step_348001,348001,4.296911504005034,0.9999956452729079,9.122836780746462e-05,9.112437349449536e-05,0.0006805657647321883,0.00011795507495577122,0.0006277901453100032
restart,restart/checkpoint/step_349001,349001,4.309258915374556,0.9999952802768795,9.064682224744555e-05,9.052386755560723e-05,0.0006485391218601366,0.00011605642599617604,0.000572867768451113
restart,restart/checkpoint/step_350001,350001,4.321606326744078,0.9999954976251801,9.119224380638153e-05,9.108102959136742e-05,0.0006295664005619983,0.00011547774746597367,0.0005342950710471861
restart,restart/checkpoint/step_360001,360001,4.445080440439298,0.9999946167130135,8.655015526934399e-05,8.638257693753621e-05,0.0006693552894863064,0.00010799583868979971,0.0006023065431988162
restart,restart/checkpoint/step_361001,361001,4.45742785180882,0.9999943116602024,8.670049000084092e-05,8.651368537250665e-05,0.0006343068373674265,0.00010863341270971206,0.0006343068373674265
restart,restart/checkpoint/step_362001,362001,4.469775263178343,0.9999944556337375,8.569374711244492e-05,8.551419938768056e-05,0.0006896037856207737,0.00010771904176165409,0.0006896037856207737
restart,restart/checkpoint/step_363001,363001,4.482122674547864,0.9999942058666355,8.514123653094945e-05,8.494385308293825e-05,0.0007001303568036077,0.00010664345738588042,0.0007001303568036077
restart,restart/checkpoint/step_364001,364001,4.494470085917387,0.9999943838789175,8.486177647922849e-05,8.467573614207414e-05,0.0006507445408554524,0.00010582896415732679,0.0006507445408554524
restart,restart/checkpoint/step_376001,376001,4.642639022351651,0.9999947346878892,7.695757440558272e-05,7.677724107291253e-05,0.000645976889951827,9.689780136523267e-05,0.000645976889951827
restart,restart/checkpoint/step_377001,377001,4.654986433721173,0.9999946825890205,7.701045548179422e-05,7.682665809464582e-05,0.0005639820300149534,9.735249289342581e-05,0.0005639820300149534
restart,restart/checkpoint/step_378001,378001,4.667333845090694,0.999994735168948,7.649395525235545e-05,7.631255954392686e-05,0.0006003036723187805,9.754512847228233e-05,0.0006003036723187805
restart,restart/checkpoint/step_379001,379001,4.679681256460217,0.9999947318277831,7.605580248002647e-05,7.587312734014157e-05,0.0005790993600891525,9.803787551340251e-05,0.0005742721214307966
restart,restart/checkpoint/step_392001,392001,4.840197604264003,0.9999953070485188,7.4098177403575e-05,7.39494158254601e-05,0.0006162076154818674,9.795241211494934e-05,0.0006162076154818674
restart,restart/checkpoint/step_393001,393001,4.852545015633525,0.9999955932575832,7.438188584303494e-05,7.425123273615404e-05,0.0006712361665577316,9.832616001266598e-05,0.0006712361665577316
restart,restart/checkpoint/step_394001,394001,4.864892427003047,0.9999955287094955,7.424216043505563e-05,7.41073946869794e-05,0.0007337514360441499,9.865048544222815e-05,0.0007337514360441499
restart,restart/checkpoint/step_407001,407001,5.025408774806833,0.9999971511822933,7.47263331770684e-05,7.467201020305314e-05,0.00048592784826140267,0.00010167955412409471,0.00048592784826140267
restart,restart/checkpoint/step_408001,408001,5.037756186176355,0.9999969880530452,7.462359372992855e-05,7.456278506539893e-05,0.0005093711770800535,0.00010264848652525343,0.0005093711770800535
restart,restart/checkpoint/step_409001,409001,5.050103597545878,0.9999973350466189,7.498819918678497e-05,7.49408302646324e-05,0.0005910652174105913,0.00010335379711616013,0.0005910652174105913
restart,restart/checkpoint/step_410001,410001,5.062451008915399,0.9999971195389363,7.482762435041178e-05,7.4772162667569e-05,0.0006292143813173556,0.00010349665497082684,0.0006292143813173556
restart,restart/checkpoint/step_421001,421001,5.198272533980142,0.999997962274239,7.396738775704981e-05,7.39393138007383e-05,0.0006413077930816913,0.0001052095991263044,0.0006413077930816913
