TITLE = "gamma(y) for z+ < 0.9"
VARIABLES = "j" "y" "gamma" "zp_bot" "zp_top" "zp_max"
ZONE T="gamma_field", I=257, F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
   156 5.85277111e+00   3.213109   0.409769   0.884687   0.884687
   157 5.89626078e+00   3.219261   0.516392   0.885175   0.885175
   158 5.93945289e+00   3.225365   0.530415   0.884886   0.884886
   159 5.98225690e+00   3.231430   0.431636   0.885364   0.885364
   160 6.02478364e+00   3.237460   0.344748   0.884927   0.884927
   161 6.06703528e+00   3.243455   0.305843   0.885419   0.885419
   162 6.10901380e+00   3.249415   0.296029   0.885131   0.885131
   163 6.15061439e+00   3.255340   0.293160   0.885516   0.885516
   164 6.19192970e+00   3.261227   0.296188   0.885319   0.885319
   165 6.23297697e+00   3.267076   0.303355   0.885643   0.885643
   166 6.27375797e+00   3.272886   0.307461   0.885531   0.885531
   167 6.31420750e+00   3.278655   0.309443   0.885796   0.885796
   168 6.35434671e+00   3.284381   0.308002   0.885730   0.885730
   169 6.39422504e+00   3.290062   0.305976   0.885955   0.885955
   170 6.43384464e+00   3.295692   0.304455   0.885946   0.885946
   171 6.47317042e+00   3.301266   0.298443   0.886155   0.886155
   172 6.51216728e+00   3.306777   0.291280   0.886196   0.886196
   173 6.55091141e+00   3.312216   0.286758   0.886418   0.886418
   174 6.58940389e+00   3.317575   0.276777   0.886536   0.886536
   175 6.62763851e+00   3.322845   0.268430   0.886795   0.886795
   176 6.66552508e+00   3.328014   0.259962   0.886969   0.886969
   177 6.70316512e+00   3.333069   0.247986   0.887261   0.887261
   178 6.74056042e+00   3.337997   0.237071   0.887516   0.887516
   179 6.77771295e+00   3.342778   0.222892   0.887879   0.887879
   180 6.81454226e+00   3.347385   0.204864   0.888215   0.888215
   181 6.85110943e+00   3.351785   0.191024   0.888667   0.888667
   182 6.88744050e+00   3.355937   0.174523   0.889151   0.889151
   183 6.92353766e+00   3.359794   0.159989   0.889808   0.889808
   184 6.95934424e+00   3.363305   0.147812   0.890540   0.890540
   185 6.99486982e+00   3.366425   0.115036   0.891462   0.891462
   186 7.03016519e+00   3.369128   0.007832   0.892459   0.892459
   187 7.06523577e+00   3.371376   0.116680   0.893716   0.893716
   188 7.10004962e+00   3.372975   0.162558   0.895007   0.895007
   189 7.13457923e+00   3.373525   0.177767   0.896232   0.896232
   190 7.16888669e+00   3.373046   0.181153   0.897250   0.897250
   191 7.20295509e+00   3.371639   0.169328   0.898300   0.898300
   192 7.23677233e+00   3.369366   0.142525   0.898961   0.898961
   193 7.27034522e+00   3.366303   0.084209   0.899621   0.899621
   194 7.30368535e+00   3.362514   0.099997   0.899908   0.899908
   195 7.33678019e+00   3.358181   0.181645   0.900000   0.900000
   196 7.36962063e+00   3.352922   0.248815   0.899958   0.899958
   197 7.40225046e+00   3.347149   0.312601   0.899710   0.899710
   198 7.43465460e+00   3.340715   0.372953   0.899247   0.899247
   199 7.46681181e+00   3.333599   0.431510   0.898713   0.898713
   200 7.49871730e+00   3.325776   0.487823   0.898071   0.898071
   201 7.53040991e+00   3.317207   0.541538   0.897439   0.897439
   202 7.56190448e+00   3.307870   0.590549   0.896796   0.896796
   203 7.59314811e+00   3.297778   0.634691   0.896233   0.896233
   204 7.62414622e+00   3.286966   0.675080   0.895723   0.895723
   205 7.65492842e+00   3.275497   0.714684   0.895355   0.895355
   206 7.68552160e+00   3.272815   0.750593   0.889348   0.889348
   207 7.71587544e+00   3.317628   0.762059   0.854804   0.854804
   208 7.74600620e+00   3.358392   0.772995   0.823669   0.823669
   209 7.77593027e+00   3.395696   0.781688   0.795496   0.795496
   210 7.80563876e+00   3.430104   0.787657   0.769762   0.787657
   211 7.83512804e+00   3.462139   0.792331   0.746155   0.792331
   212 7.86441132e+00   3.492285   0.796238   0.724197   0.796238
   213 7.89350210e+00   3.520998   0.799719   0.703719   0.799719
   214 7.92236493e+00   3.548736   0.802769   0.684306   0.802769
   215 7.95101206e+00   3.575918   0.804718   0.665892   0.804718
   216 7.97947467e+00   3.602918   0.804925   0.648004   0.804925
   217 8.00774959e+00   3.630113   0.804182   0.630685   0.804182
   218 8.03581094e+00   3.657893   0.802998   0.613445   0.802998
   219 8.06364950e+00   3.686646   0.801253   0.596451   0.801253
   220 8.09130378e+00   3.716746   0.798263   0.579125   0.798263
   221 8.11877160e+00   3.748561   0.794219   0.561795   0.794219
   222 8.14604298e+00   3.782405   0.788756   0.543832   0.788756
   223 8.17309659e+00   3.818504   0.783185   0.525841   0.783185
   224 8.19996674e+00   3.856923   0.776371   0.507126   0.776371
   225 8.22665176e+00   3.897572   0.769589   0.488534   0.769589
   226 8.25315125e+00   3.940181   0.762639   0.469533   0.762639
